trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
922,False,"{'a': 0.5, 'e': 0.06284066974597936}",30,0,43.728092876687,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
923,False,"{'a': 0.5, 'e': 0.06265214773674142}",20,11,17.396181524304907,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
924,False,"{'a': 0.5, 'e': 0.062464191293531195}",25,4,-10.33445280165966,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 1}",1
925,False,"{'a': 0.5, 'e': 0.062276798719650604}",25,11,23.293398967023048,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
926,False,"{'a': 0.5, 'e': 0.06208996832349165}",25,13,8.807914547207316,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
927,False,"{'a': 0.5, 'e': 0.061903698418521176}",20,13,11.840427372529048,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
928,False,"{'a': 0.5, 'e': 0.06171798732326561}",25,6,12.514416318775929,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
929,False,"{'a': 0.5, 'e': 0.061532833361295815}",25,3,16.97518250771055,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
930,False,"{'a': 0.5, 'e': 0.06134823486121193}",35,19,9.531377447129984,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
931,False,"{'a': 0.5, 'e': 0.061164190156628294}",30,20,17.95519835335071,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
932,False,"{'a': 0.5, 'e': 0.06098069758615841}",25,9,27.247432675901923,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
933,False,"{'a': 0.5, 'e': 0.060797755493399934}",25,16,18.11580591371285,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
934,False,"{'a': 0.5, 'e': 0.06061536222691973}",30,3,41.095313229336895,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
935,False,"{'a': 0.5, 'e': 0.06043351614023897}",30,21,15.733580327910461,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
936,False,"{'a': 0.5, 'e': 0.06025221559181825}",25,11,28.381921207228114,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
937,False,"{'a': 0.5, 'e': 0.0600714589450428}",20,2,2.1530360941708535,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
938,False,"{'a': 0.5, 'e': 0.05989124456820767}",25,16,16.9865194010487,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
939,False,"{'a': 0.5, 'e': 0.05971157083450305}",25,11,24.883822985122805,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
940,False,"{'a': 0.5, 'e': 0.05953243612199954}",25,8,-34.052737568653754,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 1}",1
941,False,"{'a': 0.5, 'e': 0.05935383881363354}",25,0,-8.041223374004678,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
942,False,"{'a': 0.5, 'e': 0.05917577729719264}",25,9,26.754188542625407,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
943,False,"{'a': 0.5, 'e': 0.058998249965301064}",35,17,18.41554885033814,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
944,False,"{'a': 0.5, 'e': 0.058821255215405155}",25,19,9.955376244288697,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
945,False,"{'a': 0.5, 'e': 0.05864479144975894}",20,12,12.410644388996548,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
946,False,"{'a': 0.5, 'e': 0.058468857075409664}",20,11,15.218114018074534,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
947,False,"{'a': 0.5, 'e': 0.058293450504183435}",25,13,25.714629647266115,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
948,False,"{'a': 0.5, 'e': 0.058118570152670884}",25,3,38.672447370837574,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
949,False,"{'a': 0.5, 'e': 0.05794421444221287}",25,16,10.87859148460666,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
950,False,"{'a': 0.5, 'e': 0.05777038179888624}",30,1,36.57899547064019,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 0}",1
951,False,"{'a': 0.5, 'e': 0.057597070653489575}",30,17,21.983893266429625,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
952,False,"{'a': 0.5, 'e': 0.05742427944152911}",20,10,19.30437170910598,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
953,False,"{'a': 0.5, 'e': 0.05725200660320452}",20,11,17.237342859294557,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
954,False,"{'a': 0.5, 'e': 0.05708025058339491}",20,16,8.731269824651251,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
955,False,"{'a': 0.5, 'e': 0.05690900983164472}",25,2,-8.986086191011035,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
956,False,"{'a': 0.5, 'e': 0.056738282802149785}",25,15,-25.874772093640143,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
957,False,"{'a': 0.5, 'e': 0.056568067953743334}",20,6,12.531601267884241,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
958,False,"{'a': 0.5, 'e': 0.05639836374988211}",30,16,27.46622981094731,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
959,False,"{'a': 0.5, 'e': 0.05622916865863246}",20,16,8.867306861970398,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
960,False,"{'a': 0.5, 'e': 0.05606048115265656}",30,16,26.53510646844739,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
961,False,"{'a': 0.5, 'e': 0.055892299709198595}",20,12,15.83830936111895,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
962,False,"{'a': 0.5, 'e': 0.055724622810071}",20,9,22.916182830068678,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
963,False,"{'a': 0.5, 'e': 0.05555744894164078}",20,10,13.886409239838255,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
964,False,"{'a': 0.5, 'e': 0.05539077659481586}",20,2,25.795488901934835,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
965,False,"{'a': 0.5, 'e': 0.05522460426503141}",25,11,24.48324478478623,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
966,False,"{'a': 0.5, 'e': 0.05505893045223632}",20,6,15.475350045133872,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
967,False,"{'a': 0.5, 'e': 0.05489375366087961}",20,0,-1.9427617447179846,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
968,False,"{'a': 0.5, 'e': 0.05472907239989697}",20,0,28.863485108291993,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
969,False,"{'a': 0.5, 'e': 0.05456488518269728}",20,15,-11.341812598092105,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
970,False,"{'a': 0.5, 'e': 0.05440119052714919}",25,12,20.48457901078971,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
971,False,"{'a': 0.5, 'e': 0.05423798695556774}",20,11,15.191414738696864,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
972,False,"{'a': 0.5, 'e': 0.05407527299470104}",25,17,18.37599254733304,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
973,False,"{'a': 0.5, 'e': 0.05391304717571693}",20,5,12.296095486091449,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
974,False,"{'a': 0.5, 'e': 0.05375130803418978}",25,15,22.259589857207676,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
975,False,"{'a': 0.5, 'e': 0.053590054110087215}",30,13,34.514194653679574,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
976,False,"{'a': 0.5, 'e': 0.05342928394775695}",25,8,31.318284183166533,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
977,False,"{'a': 0.5, 'e': 0.05326899609591368}",20,6,20.77830064819473,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
978,False,"{'a': 0.5, 'e': 0.05310918910762594}",20,14,12.747776387960473,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
979,False,"{'a': 0.5, 'e': 0.05294986154030306}",35,21,8.857104210124831,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
980,False,"{'a': 0.5, 'e': 0.05279101195568215}",25,12,25.23982577778088,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
981,False,"{'a': 0.5, 'e': 0.05263263891981511}",20,15,8.342003440383161,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
982,False,"{'a': 0.5, 'e': 0.05247474100305566}",20,15,10.203532662559317,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
983,False,"{'a': 0.5, 'e': 0.05231731678004649}",30,19,21.17858881851123,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
984,False,"{'a': 0.5, 'e': 0.05216036482970635}",25,14,20.194020957533773,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
985,False,"{'a': 0.5, 'e': 0.052003883735217235}",20,6,23.37649163415768,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
986,False,"{'a': 0.5, 'e': 0.05184787208401158}",20,1,26.595318052499156,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
987,False,"{'a': 0.5, 'e': 0.05169232846775955}",20,3,31.83106031609781,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
988,False,"{'a': 0.5, 'e': 0.051537251482356265}",20,0,13.399370401796585,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
989,False,"{'a': 0.5, 'e': 0.0513826397279092}",30,8,28.435615430737105,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
990,False,"{'a': 0.5, 'e': 0.05122849180872547}",35,21,29.56798090366634,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
991,False,"{'a': 0.5, 'e': 0.0510748063332993}",20,13,14.136549944906925,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
992,False,"{'a': 0.5, 'e': 0.050921581914299394}",25,19,11.45763661670057,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
993,False,"{'a': 0.5, 'e': 0.050768817168556496}",25,8,10.5579784343637,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
994,False,"{'a': 0.5, 'e': 0.050616510717050825}",20,8,22.67004740823274,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
995,False,"{'a': 0.5, 'e': 0.05046466118489968}",30,22,15.554467586416948,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
996,False,"{'a': 0.5, 'e': 0.05031326720134498}",20,12,16.317961163320234,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
997,False,"{'a': 0.5, 'e': 0.05016232739974094}",20,1,25.712970566496995,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
998,False,"{'a': 0.5, 'e': 0.05001184041754172}",25,18,14.489459568210847,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
999,False,"{'a': 0.5, 'e': 0.049861804896289094}",25,13,-2.28309263634363,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,16,7.426815170961827,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",25,11,23.353153018137817,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",25,17,17.407037136906617,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",25,3,32.06763850707714,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,14,10.707680972216401,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",35,25,19.662976349065584,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",25,11,28.320670953892673,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,14,10.587125380391896,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,13,12.439543510016962,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",30,10,34.59257570357839,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",20,6,23.251123991598423,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",20,8,23.183423010304175,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",20,7,23.90965727476368,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",20,11,16.11960318354872,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",20,8,24.05044184326029,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",20,16,6.254311961273512,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",20,12,13.14406602900919,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",35,21,26.92649300241644,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",25,20,10.404847805885744,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",20,6,26.703789713897876,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
